time,memory,io_read_count,io_write_count,io_read,io_write,cpu_util_avg,cpu_util_min,cpu_util_max,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,cpu_util_6,cpu_util_7,gpu_util_avg,gpu_util_min,gpu_util_max,gpu_band_avg,gpu_band_min,gpu_band_max,gpu_mem_avg,gpu_mem_min,gpu_mem_max,gpu_power_avg,gpu_power_min,gpu_power_max,gpu_util_0,gpu_band_0,gpu_mem_0,gpu_power_0,cell_index
11776279.784967571,5.1162109375,113582201.85545585,202917.54551474878,2094216.2794231672,13493788.097298885,20.625,20.625,20.625,20.625,20.625,20.625,20.625,20.625,20.625,20.625,20.625,76.0,76.0,76.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,282.1,282.1,282.1,76.0,0.0,11.2421875,282.1,5
11776280.791927865,5.1162109375,112990620.1461089,201809.3477533748,2082656.102727595,13419301.724410813,19.225,19.225,19.225,19.225,19.225,19.225,19.225,19.225,19.225,19.225,19.225,82.0,82.0,82.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,277.093,277.093,277.093,82.0,0.0,11.2421875,277.093,5
11776281.793103905,5.1162109375,113677932.13425665,202975.29281087682,2094688.561166632,13496831.17829828,18.925,18.925,18.925,18.925,18.925,18.925,18.925,18.925,18.925,18.925,18.925,49.0,49.0,49.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,248.198,248.198,248.198,49.0,0.0,11.2421875,248.198,5
11776282.7928767,5.1162109375,113868698.58950782,203267.18341295555,2097628.592659452,13515774.857780337,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,93.0,93.0,93.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,266.027,266.027,266.027,93.0,0.0,11.2421875,266.027,5
11776283.794365192,5.1162261962890625,113706462.85188434,202927.94340142145,2094035.0458110406,13492620.344005123,19.1625,19.1625,19.1625,19.1625,19.1625,19.1625,19.1625,19.1625,19.1625,19.1625,19.1625,84.0,84.0,84.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,267.36,267.36,267.36,84.0,0.0,11.2421875,267.36,5
11776284.793558573,5.1162261962890625,114005295.7786066,203395.06221630567,2098844.9671410853,13523612.395700078,20.0375,20.0375,20.0375,20.0375,20.0375,20.0375,20.0375,20.0375,20.0375,20.0375,20.0375,51.0,51.0,51.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,249.694,249.694,249.694,51.0,0.0,11.2421875,249.694,5
11776285.782609535,5.1162261962890625,115208404.1918575,205488.905832188,2120367.9896269157,13662292.96441249,19.662499999999998,19.662499999999998,19.662499999999998,19.662499999999998,19.662499999999998,19.662499999999998,19.662499999999998,19.662499999999998,19.662499999999998,19.662499999999998,19.662499999999998,83.0,83.0,83.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,267.698,267.698,267.698,83.0,0.0,11.2421875,267.698,5
11776286.79555142,5.1162261962890625,112523602.60171592,200650.20830424668,2070357.671432629,13340058.5118286,19.1875,19.1875,19.1875,19.1875,19.1875,19.1875,19.1875,19.1875,19.1875,19.1875,19.1875,48.0,48.0,48.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,265.686,265.686,265.686,48.0,0.0,11.2421875,265.686,5
11776287.785259431,5.1162261962890625,115198362.16448121,205360.56851298525,2118960.314189848,13653222.805688104,19.525,19.525,19.525,19.525,19.525,19.525,19.525,19.525,19.525,19.525,19.525,79.0,79.0,79.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,254.43,254.43,254.43,79.0,0.0,11.2421875,254.43,5
11776288.783617664,5.1162261962890625,114233169.25896095,203589.2461261018,2100600.697113707,13534925.194879143,19.3375,19.3375,19.3375,19.3375,19.3375,19.3375,19.3375,19.3375,19.3375,19.3375,19.3375,80.0,80.0,80.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,287.253,287.253,287.253,80.0,0.0,11.2421875,287.253,5
11776289.783262257,5.1162261962890625,114119082.78882998,203334.26654278208,2097897.6087450115,13517508.22509725,19.775,19.775,19.775,19.775,19.775,19.775,19.775,19.775,19.775,19.775,19.775,65.0,65.0,65.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,287.364,287.364,287.364,65.0,0.0,11.2421875,287.364,5
11776290.781947028,5.1162261962890625,114267224.52642852,203537.69861074284,2099913.866861399,13530499.700733896,19.1875,19.1875,19.1875,19.1875,19.1875,19.1875,19.1875,19.1875,19.1875,19.1875,19.1875,79.0,79.0,79.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,287.888,287.888,287.888,79.0,0.0,11.2421875,287.888,5
11776291.78297008,5.1162261962890625,114033197.0799804,203073.24545723264,2095008.6966176198,13498893.926057672,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,80.0,80.0,80.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,267.714,267.714,267.714,80.0,0.0,11.2421875,267.714,5
11776292.783248523,5.1162261962890625,114150974.4490269,203224.41356468396,2096568.2250481062,13508942.528190825,19.5875,19.5875,19.5875,19.5875,19.5875,19.5875,19.5875,19.5875,19.5875,19.5875,19.5875,78.0,78.0,78.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,289.038,289.038,289.038,78.0,0.0,11.2421875,289.038,5
